Longitude,Latitude,RFBO median
-157.05815497806864,22.00677673649134,2.1705306E-5
-159.8681880674924,22.312930134640155,1.6440051E-4
-159.88425158383487,23.918706181383236,3.7892456E-5
-158.01313376506388,20.929557624796033,5.03849E-6
-158.8413748078489,21.679233268551936,4.725467E-5
-160.81482856551256,20.84448070825835,1.5469852E-5
-157.35901027889926,23.175198062208384,4.039855E-6
-160.10383385696468,20.778183134110428,3.6363865E-5
-160.30843427810936,21.154645777226584,3.4882083E-5
-159.2614581462391,23.490375192572042,1.1258479E-4
-159.46268558893033,22.46879039209991,3.2266165E-4
-160.15346509260613,22.459715697977657,1.0131659E-4
-161.25406542060486,21.135508467910597,8.725369E-6
-159.68856839874942,23.383955141518232,1.3923459E-4
-160.11882779732787,21.99868412997153,3.2111832E-6
-159.8390091463056,21.10601643257144,2.8744687E-5
-160.17394285315814,20.330359415825402,6.294284E-6
-159.75844336197503,20.987180316670415,4.3158067E-5
-160.9464942121439,21.661487440650994,2.1036598E-5
-157.32538582955436,21.199797778779164,2.9399635E-6
-160.75796938453615,23.290552894363152,7.807623E-5
-160.5123033361641,21.992321738861488,1.9425193E-5
-159.7414956393225,24.23053696001434,3.4102817E-5
-157.76565924321585,21.829874383365752,1.6621938E-5
-159.18960796060054,21.051099532942096,3.7075857E-5
-160.3948961243921,20.590984840830288,1.1865096E-5
-159.39197836732342,22.53457111558298,2.6596055E-4
-160.39537708616353,22.730029511848457,1.034996E-4
-159.26529103441212,21.11379484919192,1.9637257E-5
-160.01581377636188,23.72401151626047,9.0365786E-5
-157.987505697854,23.421719806673416,3.8431328E-5
-157.10871167640533,22.794782751768565,2.0026791E-5
-160.5082149816098,24.054081058888293,5.5359065E-5
-159.37418161085506,23.763233987091244,7.797328E-5
-160.00167054176612,21.942706336235528,1.950398E-5
-159.73958695275607,23.961259470676502,8.5711035E-5
-158.70959074566235,22.10373406741099,7.035341E-5
-159.24655133412745,21.72820889833288,6.6647284E-5
-159.95471328241968,21.200649465258874,4.4966E-5
-158.61505145722688,21.384581781287697,1.6732867E-5
-158.5881660980444,23.419073127268504,9.6765216E-5
-159.01239787835848,21.631860656954213,3.059916E-5
-160.62458956138266,21.742145580295652,1.5234916E-5
-159.2608658973538,24.07696378442209,1.0131181E-4
-157.96994033837362,22.584792904926967,1.0220252E-4
-160.41931389433145,23.874105565269172,5.4107495E-5
-157.34690045622517,21.575765124810438,1.2861748E-5
-158.14221972117048,24.08534139438731,2.4984281E-5
-161.20880962759304,22.88710349287252,1.7063037E-5
-157.31137925994975,22.282180222904877,4.5937806E-5
-159.21476786234038,22.850619513561277,1.3648959E-4
-158.1118550306351,22.21095169859028,1.223535E-4
-158.06593325846674,21.79952777188306,1.9401228E-5
-159.83772901849323,23.98293022746389,6.5231055E-5
-160.90315303190033,22.456813482904153,5.031161E-6
-160.8588521872057,21.399250945258576,1.1819522E-5
-157.3358604947128,22.440435669842618,1.0118456E-4
-160.15312924617137,22.867961962651545,9.889346E-5
-159.4658422962459,24.322587034524453,5.773333E-5
-159.33875954845044,24.116259835520847,4.7189395E-5
-161.001441030497,20.58650554766746,1.2507847E-5
-159.25692004340507,21.387052955548207,6.0155406E-5
